expectedData,actualData
0.5668692878484726,0.573
0.5681471262872219,0.542
0.5199579048901796,0.519
0.4886676817536354,0.45500000000000007
0.4301399569660425,0.459
0.41907948909699916,0.457
0.44512120349705214,0.414
0.4088321984708309,0.416
0.3870235892087221,0.403
0.38460262243449683,0.41
0.3645099684149027,0.398
0.3816505528837442,0.405
0.4035504823774099,0.4729999999999999
0.4950458585619926,0.465
0.49532212980091567,0.48300000000000004
0.4866110824346542,0.509
0.536440306648612,0.498
0.4861963397413492,0.502
0.49495644587278365,0.559
0.5475367491543293,0.542
0.5313574316948652,0.563
0.5385068735480308,0.549
0.5424860337525605,0.529
0.5059632876217365,0.536
0.5429393034279346,0.544
0.5441931229531765,0.584
0.5905592980682849,0.571
0.5752900395095348,0.551
0.5367065028399228,0.549
0.5339047529995441,0.52
0.5053911323845386,0.512
0.4852818478196859,0.517
0.5088718061000108,0.507
0.5035184900015592,0.522
0.5287800733149052,0.46
0.4784853281676769,0.48400000000000004
0.46438439899682993,0.48300000000000004
0.5309875028133392,0.427
0.4176983478367328,0.51
0.49724044573307036,0.551
0.5684601244330406,0.649
0.6636208566725253,0.696
0.7349648748934269,0.773
0.7852644560635089,0.876
0.9096881237924097,0.851
0.8294718305766582,0.895
0.8537851504087447,0.9080000000000001
0.8876479496359825,0.735
0.7189452267885208,0.717
0.6210689602494239,0.718
0.7080044236183166,0.685
0.6632065707147121,0.694
0.6744314633607864,0.638
0.6255855369269847,0.598
0.5584028089046478,0.699
0.6891520482599734,0.688
0.7053314463198185,0.686
0.669922678053379,0.73
0.7508153696656227,0.745
0.772904387652874,0.735
0.754734536319971,0.754
0.7790911116898059,1.115
1.191920083284378,1.438
1.5137423588037489,1.353
1.3079670071601865,1.447
1.3395206592082975,1.533
1.450908988535404,1.592
1.4684922302961347,1.684
1.567293789207935,1.696
1.5748707623481748,1.487
1.4134146585464475,1.594
1.4062327347397803,1.487
1.4220674855709075,1.335
1.2578393734693525,1.284
1.2255466696619985,1.25
1.191158785820007,1.282
1.208106789112091,1.316
1.24777399790287,1.193
1.1715796636939046,1.132
1.133808928132057,1.046
1.0872125583291052,1.024
1.0494014151096343,0.99
1.041053902328014,0.9379999999999998
0.9674495270252226,1.024
1.0403084025382994,0.977
0.9922674052417276,1.041
1.0335077722668646,1.082
1.1465716223120688,1.277
1.3159821239709852,1.242
1.310280775427818,1.235
1.2408898656368252,1.347
1.4082861100435256,1.398
1.3812872392535207,1.351
1.3136475070714948,1.326
1.2464135709404942,1.263
1.182111124396324,1.135
1.113650450468063,1.135
1.0486963229775428,1.057
1.0250992181301115,0.935
0.8908658929765224,0.875
0.8689464044570923,0.873
0.8659606439471244,0.986
0.9762956337630747,0.919
0.9217602339088915,0.89
0.8769796294867992,0.86
0.8821851244866847,0.9399999999999998
0.9473655241131781,0.918
0.9483155876696108,0.916
0.9228878869712351,0.898
0.9346988518536089,0.915
0.9189674844443796,0.9700000000000001
0.9965145617127417,0.933
0.944890662550926,0.9670000000000001
0.9531245825290678,0.9510000000000001
0.9554496885836122,1.03
1.0051195658445355,1.035
1.0382067744731902,0.986
0.9738229215443133,0.937
0.9358031308054923,0.872
0.871005368053913,0.862
0.8596918687224387,0.835
0.8229100998342036,0.865
0.8541795549392699,0.84
0.8265204058289527,0.821
0.799673601090908,0.733
0.7135033577382563,0.731
0.7135880956053733,0.697
0.7208662562668323,0.685
0.6850196667313575,0.715
0.7111431099176406,0.691
0.6896012073159217,0.702
0.7216183652877807,0.653
0.6806524694263935,0.628
0.6483181758224964,0.615
0.6439999298155307,0.617
0.639825421154499,0.588
0.6205253375470637,0.607
0.618166110664606,0.59
0.6166409365236759,0.663
0.6634108658134936,0.686
0.6980164781510829,0.679
0.6621020768284797,0.755
0.7148367567062377,0.732
0.7147050556838512,0.672
0.6423991525173187,0.673
0.6373147192895412,0.631
0.6002923851311206,0.645
0.6021826252639293,0.59
0.566502179980278,0.541
0.49163178762793536,0.492
0.47358522801101205,0.45100000000000007
0.4325945609658956,0.44
0.4355226922035217,0.389
0.3824271106868982,0.424
0.42082771135866637,0.411
0.44080588597059245,0.403
0.40662141062319274,0.403
0.43770400717854496,0.392
0.4209398533552885,0.371
0.39509896823763846,0.382
0.3900062869042158,0.392
0.4208404462188482,0.382
0.4264261332154274,0.363
0.37890433670580387,0.366
0.3681457172632217,0.394
0.4148495811074972,0.432
0.4401184184551239,0.426
0.42290951173007485,0.433
0.40047353596985336,0.433
0.4306126513332128,0.443
0.41901766860485073,0.423
0.398802233338356,0.421
0.37640986238420004,0.394
0.3755646867901087,0.362
0.3283671993464231,0.325
0.2983058767840266,0.319
0.2829142534136772,0.344
0.3260232596695423,0.337
0.34941365140676495,0.355
0.36529090550541876,0.385
0.4029212889373302,0.4
0.4167073661535978,0.396
0.4097403498291969,0.416
0.4251694658100605,0.426
0.43630193668603895,0.396
0.4017219552695751,0.358
0.35606584264338015,0.355
0.33486568565666675,0.345
0.33845248320698734,0.35
0.32294631326198575,0.378
0.364437347471714,0.392
0.3795350615531206,0.412
0.3852528525739908,0.384
0.36544428803026674,0.412
0.38446581672132013,0.422
0.41218471758067604,0.433
0.40926942867040633,0.406
0.3829703572541475,0.401
0.37686573813855645,0.387
0.384616646900773,0.373
0.3682531575709581,0.369
0.36410274842381474,0.369
0.3794260629713535,0.357
0.370403871268034,0.373
0.3910895560234785,0.361
0.36969534018635747,0.375
0.3635851327776909,0.361
0.3720844160765409,0.352
0.3546192270070314,0.333
0.34488772508502,0.314
0.31626651639491316,0.3
0.2910202471539378,0.266
0.2511383323818445,0.252
0.22893326327949762,0.269
0.24476328555494545,0.323
0.30188294855505227,0.327
0.3154650127738714,0.345
0.32273696720600126,0.352
0.3429398556798696,0.366
0.3423563357889652,0.346
0.334379934027791,0.31
0.31196796374768015,0.283
0.28021540339291096,0.276
0.2707608712464571,0.247
0.24400131642073392,0.22300000000000003
0.21250065912306307,0.195
0.19606333312764762,0.205
0.19059324722737073,0.199
0.20190193068608642,0.21800000000000003
0.20787267928570508,0.22700000000000004
0.2336929710060358,0.231
0.22947822932153938,0.23900000000000002
0.24201917842030524,0.23599999999999996
0.230676797285676,0.22700000000000004
0.21742836491018533,0.229
0.21630119545012713,0.21700000000000003
0.20893148618936538,0.211
0.20284768212214113,0.214
0.20759150485694408,0.23900000000000002
0.24050738394260407,0.251
0.25719452410191296,0.27
0.2699190405681729,0.296
0.2958636046424508,0.284
0.2882210496589541,0.311
0.2976966722384095,0.307
0.3075999201387167,0.318
0.30314306834340093,0.29
0.2879124979674816,0.281
0.26627810642868277,0.271
0.26583554317057134,0.311
0.3101184133738279,0.313
0.32988331937789916,0.334
0.3332214647531509,0.37
0.38728640018403526,0.406
0.4138397389352321,0.397
0.4039751389175653,0.41
0.40149912208318705,0.411
0.41544535225629803,0.402
0.3918231806904077,0.456
0.44267205345630645,0.435
0.42605187878012657,0.444
0.42349789451062675,0.45400000000000007
0.4501319679766893,0.457
0.4370859097242355,0.461
0.4466507300585508,0.43
0.4100121880471706,0.439
0.4195975883454084,0.4689999999999999
0.4559040836542844,0.456
0.43616918785870074,0.463
0.43883405138552184,0.489
0.4833284169882536,0.45200000000000007
0.4407601586878299,0.41
0.3964242534339428,0.384
0.3840666836351156,0.376
0.3758830045610666,0.393
0.4127675926685333,0.419
0.44357550312578675,0.387
0.40315159109234805,0.395
0.3895282460451126,0.414
0.4227800943851471,0.408
0.4117812052071094,0.437
0.4330196205079555,0.491
0.49756061731278894,0.509
0.5158348461389541,0.511
0.5002485056817532,0.555
0.5520296830534934,0.561
0.5566508252918719,0.57
0.5524094183146954,0.594
0.576136612176895,0.618
0.5935371060073376,0.635
0.6127507860064506,0.635
0.6127105932831763,0.652
0.6073590503931044,0.662
0.6518186503648757,0.683
0.6937279468178749,0.694
0.698043667346239,0.764
0.7942163105010985,0.784
0.8080170301198959,0.773
0.7606916567385196,0.768
0.7470693326294422,0.768
0.7958598060011863,0.8
0.881826291590929,0.881
0.9383753038942813,0.984
1.069627812027931,1.072
1.1346434107422827,1.123
1.1663671833276748,1.219
1.2538173069953915,1.278
1.2883474773764607,1.206
1.1717834214568137,1.235
1.1549817884564397,1.205
1.1457074787616728,1.101
1.03850521081686,1.055
1.017866999685764,1.062
1.0176277777552603,1.033
1.0258230095505712,0.9550000000000001
0.9374058962464331,0.899
0.8752178663611411,0.916
0.8911402566730975,0.893
0.9363645393252371,0.921
0.9146600926220415,1.023
1.060620558261871,1.019
1.0341478467583654,1.003
1.012127715229988,1.106
1.1269386591315267,1.192
1.2156766694188115,1.133
1.1869288778305052,1.278
1.2945148035883902,1.094
1.1654531750082968,1.099
1.0306829975843428,1.184
1.293363722681999,1.247
1.309958588838577,1.237
1.2627830784320828,1.179
1.1662941056489942,1.197
1.122898968040943,1.183
1.1156937238574025,1.055
1.0153808540701865,1.059
0.9811166649460791,1.028
1.0035985829234122,0.93
0.885265456110239,0.9429999999999998
0.8754888985753059,0.895
0.8600172255933284,0.9020000000000001
0.8619139674901961,1.046
1.0691788141727445,1.089
1.0910909411907195,1.222
1.235565404474735,1.259
1.278841468453407,1.161
1.2030388520956037,1.245
1.2467347903251647,1.276
1.3466743191480635,1.238
1.268639931976795,1.439
1.47641782695055,1.336
1.3809559179544446,1.374
1.3317859242558476,1.412
1.4926313995718954,1.321
1.3660651587843893,1.365
1.3704315500855444,1.372
1.3517749261856076,1.365
1.3124713863134383,1.387
1.3058996611237523,1.289
1.220416616618633,1.326
1.2030604529976843,1.177
1.1565500569343565,1.051
0.9971955811977384,0.891
0.9177582100629804,0.89
0.8544136184453963,0.857
0.90544225692749,0.985
0.984076310932636,0.991
1.0377363906502721,1.075
1.0631292719841001,0.995
1.0352218737006185,1.02
0.9979009957313536,1.048
1.0981192944049833,1.087
1.1121369902491567,1.105
1.158760226845741,1.019
1.0732023851871488,1.101
1.1187294566035269,1.192
1.2750175714492795,1.2
1.2014106169342993,1.171
1.1835108843445776,1.224
1.260299512028694,1.231
1.236234495103359,1.22
1.2001689411997793,1.248
1.2125880628228185,1.191
1.1356070688962934,1.148
1.0884279046058654,1.07
1.0408580971360204,1.025
0.9864182893335818,0.973
0.9642520024478434,0.921
0.9049412449598311,0.892
0.8820904459059238,0.901
0.9140010501742362,1.038
1.0543852053284644,1.029
1.037936279594898,1.049
1.027445011615753,1.052
1.037035812139511,1.006
0.9992422935366628,1.055
1.0887976991534232,0.986
1.0372099089622495,0.98
0.9993729736208914,0.995
1.0375593922138213,1.076
1.1288570556640622,1.096
1.173264426589012,1.083
1.1246414408087728,1.063
1.1161454083919522,1.147
1.1459245624542234,1.061
1.0468290808200835,0.9439999999999998
0.8956279246807097,0.846
0.8219705680608749,0.849
0.7875478111207485,0.741
0.7550008399784565,0.766
0.688601278990507,0.686
0.6811583711504936,0.66
0.6059847064316273,0.613
0.5804945673048496,0.652
0.5992162625789642,0.634
0.6411117495000361,0.63
0.6500171243846415,0.693
0.7019478960633277,0.68
0.7022913611531257,0.701
0.7185765069127082,0.663
0.7146153743267059,0.685
0.7074978770911693,0.678
0.7361454555392265,0.606
0.6336014060080051,0.58
0.5990735999047756,0.542
0.5743916139304638,0.519
0.5345802916586399,0.5
0.517922906473279,0.466
0.4759402368068695,0.491
0.47619576688110826,0.507
0.4984279311448335,0.516
0.4924698435217142,0.509
0.482579827517271,0.511
0.4665227808356285,0.498
0.4495442299991846,0.4709999999999999
0.4244485491365194,0.45100000000000007
0.3834674735367298,0.408
0.35661561784148216,0.368
0.3259055562466383,0.344
0.3143747851550579,0.341
0.3172974758669734,0.334
0.313440962575376,0.353
0.34110219386219975,0.332
0.33782079115509983,0.333
0.32889706625044346,0.321
0.33423345626890655,0.325
0.3240031185895204,0.324
0.3255275135934353,0.318
0.32105953894555567,0.311
0.3120136238634586,0.313
0.3116254927292466,0.358
0.3625328142046928,0.37
0.3822795045226812,0.393
0.3919678046405315,0.383
0.3949381973445415,0.38
0.3614242634326219,0.395
0.3888961778581142,0.389
0.36322404307127,0.368
0.33259947161376474,0.355
0.3351122422218323,0.319
0.29095193833112715,0.298
0.2709260885939002,0.271
0.24531578773260115,0.266
0.25089267585426567,0.247
0.23413728060573338,0.247
0.23435370606184006,0.232
0.2273036713451147,0.23700000000000002
0.23307969614118337,0.247
0.25029205524921416,0.22200000000000003
0.22474009563028813,0.22100000000000003
0.2139970186278224,0.22100000000000003
0.22749410317838192,0.22100000000000003
0.21709615700691937,0.214
0.22241547317802907,0.24100000000000002
0.2479016494527459,0.282
0.29858308836072683,0.356
0.37977213414013383,0.389
0.40378505635261536,0.459
0.4657905532419681,0.424
0.4190680438429117,0.441
0.41243992525339124,0.465
0.4498853308111429,0.47700000000000004
0.4503813186883926,0.4709999999999999
0.43928409704565996,0.408
0.38237993259727954,0.39
0.3538391765207052,0.4
0.37324127334356305,0.404
0.4062006229013204,0.456
0.4534430853575468,0.488
0.508465311512351,0.464
0.4710208194255828,0.48300000000000004
0.5048518352359533,0.524
0.5652577638328075,0.622
0.6725943120121955,0.663
0.7242779629230499,0.846
0.9019773540198801,0.828
0.9134664009809492,0.86
0.818315501987934,0.756
0.7679464970231056,0.8
0.7493186205923557,0.778
0.8273667098283767,0.817
0.7901261098384856,0.82
0.8402123149335383,0.809
0.7840440588295459,0.802
0.7909263104200362,0.847
0.8313571272194384,0.817
0.7965950964093208,0.759
0.7327894706130027,0.715
0.7192212024927138,0.714
0.7276563547551631,0.717
0.7117651836574077,0.689
0.6985678922235965,0.643
0.6306159678995609,0.679
0.6867928213775157,0.665
0.675181584239006,0.634
0.644725440710783,0.63
0.6537113622426987,0.683
0.7214158433973789,0.667
0.7096592569053173,0.644
0.6581095100939274,0.688
0.7058048929572105,0.718
0.7424066005945205,0.88
0.9071214315295217,0.997
1.0559959233403204,0.995
1.004818980157375,1.056
1.04134868478775,0.977
0.9466096000075338,1.011
0.9493445858657358,1.104
1.0393162655830381,1.04
0.9679307112991808,1.165
1.0784142207503318,0.972
0.9310860203802583,0.9490000000000001
0.8290736646950244,0.884
0.910283491939306,0.979
0.9670239570140837,1.066
1.1211710033416746,1.078
1.0990137436985967,0.844
0.8907999618649481,0.67
0.6973327182531356,0.88
0.8776933189928531,0.999
1.018227874457836,1.029
0.997762792944908,1.062
1.07197758179903,1.015
1.0772551872730254,1.003
1.079091908752918,0.981
1.012237224280834,0.935
0.9623915307223795,0.916
0.9127880144417284,0.872
0.8786997490823268,0.887
0.8814613867998122,0.893
0.8938952851593494,0.837
0.8135980154275894,0.786
0.7674337173998356,0.78
0.7569518527984619,0.754
0.743370205014944,0.711
0.6904289732277393,0.706
0.6770053021907806,0.7
0.6620434534847736,0.658
0.644304115653038,0.679
0.6609760357737541,0.718
0.7001538927853107,0.672
0.6626618196070194,0.637
0.6355517740249633,0.639
0.6579053761959075,0.621
0.6534994369745254,0.624
0.6560582841336726,0.616
0.6505364057719707,0.591
0.6310128979086875,0.558
0.5911700340211391,0.545
0.5627410975396633,0.524
0.541422780394554,0.519
0.5307326175421476,0.526
0.529738895446062,0.538
0.5412695322036742,0.537
0.5246595669090748,0.554
0.5342892705500125,0.546
0.5254558986723422,0.598
0.565015156686306,0.506
0.48568296904861924,0.504
0.43597268413007256,0.447
0.4374038513600826,0.445
0.39273458293080327,0.402
0.3959096200019121,0.372
0.3422469073385,0.339
0.33875288082659244,0.313
0.29893149694055315,0.316
0.3162905218750238,0.331
0.3356184126138687,0.358
0.35410053668916225,0.378
0.38231480748951435,0.375
0.36849200336635113,0.371
0.36490990750491614,0.342
0.33447281253337857,0.359
0.33662965185940263,0.337
0.33720505797863004,0.327
0.3103030151128769,0.312
0.3003892757296562,0.298
0.2886055806428194,0.303
0.2851027149558067,0.323
0.317614571198821,0.313
0.3047210223004222,0.361
0.34683433175086975,0.366
0.3648095868974924,0.347
0.32745230442285533,0.344
0.3297575021833181,0.342
0.32139048410952087,0.321
0.3038799841925502,0.332
0.31464063207805154,0.331
0.3402679799199104,0.332
0.33488247740268706,0.318
0.3336173200905323,0.37
0.38546711525321004,0.433
0.4733423790633678,0.391
0.41010157386958596,0.338
0.34157996605336666,0.34
0.3356403090506792,0.356
0.3593482931554317,0.373
0.3784428995251655,0.41
0.4082730198949575,0.415
0.42110073171555995,0.456
0.4526169045865535,0.504
0.5239249213039875,0.526
0.5270094978809357,0.505
0.4885619340538978,0.54
0.4976604005843401,0.53
0.49614742396771905,0.523
0.47855225335061546,0.545
0.5126224104911089,0.55
0.517360772550106,0.524
0.4885990102291107,0.512
0.4767689699232578,0.4709999999999999
0.42960358829796313,0.499
0.4486441386789083,0.48200000000000004
0.45524528300762174,0.46
0.433065132856369,0.47700000000000004
0.4560216527432203,0.468
0.47131718702614306,0.45200000000000007
0.4488326898366213,0.47600000000000003
0.4714294902235269,0.502
0.5110509717315435,0.513
0.5083941145092249,0.554
0.5440237546861171,0.593
0.5980869975090026,0.65
0.6540310233533382,0.646
0.6691038856506347,0.665
0.662179990530014,0.651
0.6391452076733112,0.648
0.6174462417960166,0.644
0.6290122889876365,0.679
0.662839570313692,0.766
0.7474599220752716,0.778
0.7494945443570613,0.817
0.7840967714786529,0.83
0.7996544719338416,0.829
0.805896219164133,0.9540000000000001
0.9496972393989561,1.015
1.0232634638547895,1.006
0.967760859429836,1.026
1.0270132085084913,1.024
1.025567882478237,0.973
