expectedData,actualData
2.2306025,2.04
2.593785,1.828
2.6414506,1.823
2.3567533,1.606
2.3657775,1.76
2.6114,1.751
2.4742632,1.801
2.2816336,1.973
2.4817383,1.752
2.5256338,1.881
2.3583992,1.872
2.3439188,1.758
2.4962611,1.553
2.4241798,1.417
2.2961025,1.363
2.4066157,1.234
2.436303,1.276
2.341379,1.132
2.3153408,1.231
2.4103527,1.205
2.368221,1.2
2.2912426,1.302
2.340952,1.528
2.3664348,1.579
