expectedData,actualData
2.3539233,2.04
2.354426,1.828
2.2989957,1.823
2.58194,1.606
2.5519252,1.76
2.3903854,1.751
2.3950014,1.801
2.155992,1.973
2.2380793,1.752
2.4521687,1.881
2.4928951,1.872
2.565197,1.758
2.4534917,1.553
2.2029283,1.417
2.3112748,1.363
2.3565755,1.234
2.4751954,1.276
2.605538,1.132
2.4258816,1.231
2.3284178,1.205
2.29173,1.2
2.2579846,1.302
2.4776595,1.528
2.546692,1.579
