expectedData,actualData
1.3976383,1.294
1.2374852,1.235
1.2576461,1.366
1.252453,1.347
1.4770733,1.332
1.3498514,1.39
1.3338125,1.273
1.1525166,1.159
0.9667955,1.095
1.2614343,1.117
1.270426,1.192
1.3731216,1.189
1.3879405,1.264
1.1733122,1.544
1.1826286,1.585
1.2546365,1.541
1.2661098,1.637
1.3490275,1.688
1.2768141,1.747
1.0735377,1.679
1.0988761,1.538
1.1481051,1.42
1.2610025,1.394
1.2796476,1.363
